bug575294,"Navigation away from a page with an active <select> dropdown menu can be used for URL spoofing, other evil","
RESOLVED
          FIXED
      
","Core

","Layout: Form Controls

  (show other bugs)
","Mats Palmgren (:mats)

","308278
591861
691014
view as bug list
","820921
1199886
759243
760946
775958
780661
783405
803995
805153
806364
807174
836384
","691014
726264
",2010-06-28 09:41,"David Bloom

","2015-08-28 23:33 PDT
      (History)
    ","abillings
akeybl
benjamin
bugs
bugs
bugzilla
bzbarsky
dbaron
dolske
dveditz
enndeakin
futurama
gavin.sharp
joe
jordi.chancel
jruderman
jst
karlt
khuey
MattN+bmo
mounir
philringnalda
roc
tnikkel
tyler
"
bug576616,cross-site information disclosure via modal calls,"
RESOLVED
          FIXED
      
","Core

","DOM: Core & HTML

  (show other bugs)
","Blake Kaplan (:mrbkap) (please use needinfo!)

",NULL,NULL,NULL,2010-07-02 13:08,"Eduardo Vela N

","2015-10-16 11:47 PDT
      (History)
    ","bzbarsky
christian
dveditz
g.maone
jst
martijn.martijn
mh+mozilla
moz_bug_r_a4
mrbkap
reed
sirdarckcat
"
bug556734,XSS in gopher parser when parsing hrefs,"
RESOLVED
          FIXED
      
","Core

","Networking

  (show other bugs)
","Honza Bambas, off till Nov 19 (:mayhemer)

",NULL,"600371
",NULL,2010-04-02 04:31,"Reed Loden [:reed] (use needinfo?)

",2010-11-11 14:08,"bbaetz
brandon
bzbarsky
cbiesinger
christian
dolske
dsicore
dveditz
ff-bug
gavin.sharp
honzab.moz
joe
jst
jwalden+bmo
mh+mozilla
reed
"
bug598669,LookupGetterOrSetter Remote Code Execution Vulnerability (ZDI-CAN-929),"
RESOLVED
          FIXED
      
","Core

","JavaScript Engine

  (show other bugs)
","Blake Kaplan (:mrbkap) (please use needinfo!)

",NULL,"509075
",NULL,2010-09-22 09:39,"Brandon Sterne (:bsterne)

","2010-11-06 14:58 PDT
      (History)
    ","bhackett1024
bzbarsky
dsicore
gal
jonas
jorendorff
jruderman
jwalden+bmo
mh+mozilla
mrbkap
reed
sayrer
"
bug588929,Use after free - nsBarProp,"
RESOLVED
          FIXED
      
","Core

","DOM

  (show other bugs)
","Olli Pettay [:smaug]

",NULL,NULL,"575102
",2010-08-19 13:20,"Sergey Glazunov

","2014-09-04 09:38 PDT
      (History)
    ","abillings
bugs
christian
dveditz
gavin.sharp
jst
martijn.martijn
mh+mozilla
rforbes
"
bug583077,Buffer overflow due to uniscribe failure on long text runs,"
RESOLVED
          FIXED
      
","Core

","Security

  (show other bugs)
","Jonathan Kew (:jfkthame)

",NULL,"553963
",NULL,2010-07-29 14:05,"Alex Miller

",2010-11-21 16:39,"abillings
bugs
bugzilla
chofmann
christian
dolske
dsicore
ehsan
gavin.sharp
jdaggett
jfkthame
jruderman
martijn.martijn
mbeltzner
mh+mozilla
reed
roc
sasha
"
bug552090,XHR Cross Site Status leak from xhr.statusText,"
RESOLVED
          FIXED
      
","Core

","DOM

  (show other bugs)
","Blake Kaplan (:mrbkap) (please use needinfo!)

",NULL,NULL,NULL,2010-03-12 15:11,"Matt

","2010-09-27 18:25 PDT
      (History)
    ","abillings
brandon
bugzilla
bzbarsky
dveditz
gavin.sharp
jonas
jst
jwalden+bmo
mh+mozilla
mrbkap
reed
"
bug520189,Copy-and-paste or drag-and-drop into designMode document allows XSS,"
RESOLVED
          FIXED
      
","Core

","Editor

  (show other bugs)
","Ehsan Akhgari (don't ask for review please) [Away Nov 3-19]

","560725
view as bug list
","606117
613912
572290
572637
572642
580442
592601
596300
596797
597190
597784
598090
598105
604332
613130
632326
647682
","519928
568395
",2009-10-02 09:28,"Paul Stone

","2011-04-07 07:24 PDT
      (History)
    ","abillings
brandon
bugs
bugzilla
bzbarsky
christian
dbaron
dveditz
ehsan
gavin.sharp
hsivonen
jonas
jst
jwalden+bmo
lcamtuf
ludovic
mh+mozilla
reed
roc
samuel.sidler+old
sayrer
"
bug579744,UTF-7 Universal XSS by overriding document charset using <object> type attribute,"
RESOLVED
          FIXED
      
","Core

","DOM: Core & HTML

  (show other bugs)
","Boris Zbarsky [:bz]

",NULL,NULL,NULL,2010-07-18 09:39,"David Lin-Shung Huang

","2014-09-04 09:38 PDT
      (History)
    ","abarth-mozilla
abillings
brandon
bzbarsky
cbiesinger
dveditz
gavin.sharp
jduell.mcbugs
jruderman
mbeltzner
mh+mozilla
mozbugs
mozilla
reed
rforbes
zackw
"
bug585284,XSS using SJOW's scripted function,"
RESOLVED
          FIXED
      
","Core

","Security

  (show other bugs)
","Blake Kaplan (:mrbkap) (please use needinfo!)

",NULL,NULL,NULL,2010-08-07 04:14,"moz_bug_r_a4

","2011-10-26 13:37 PDT
      (History)
    ","akeybl
christian
gavin.sharp
mh+mozilla
mrbkap
reed
"
bug584180,SJOWs create scope chains ending in outer objects,"
RESOLVED
          FIXED
      
","Core

","XPConnect

  (show other bugs)
","Blake Kaplan (:mrbkap) (please use needinfo!)

",NULL,NULL,"crossfuzz
",2010-08-03 13:53,"Blake Kaplan (:mrbkap) (please use needinfo!)

","2010-10-21 23:06 PDT
      (History)
    ","abillings
christian
jruderman
jst
lcamtuf
mh+mozilla
moz_bug_r_a4
peterv
reed
"
bug583520,Mac crash with fuzzed font in data: URL,"
RESOLVED
          FIXED
      
","Core

","Graphics

  (show other bugs)
","John Daggett (:jtd)

",NULL,NULL,"594536
",2010-07-31 16:13,"Brandon Sterne (:bsterne)

",2011-01-27 11:28,"abillings
bbrack
brandon
cdiehl
chofmann
christian
dveditz
jaas
jdaggett
jfkthame
jmuizelaar
joe
jruderman
ladamski
marc
mh+mozilla
oliver
reed
roc
sayrer
smichaud
vladimir
"
bug580445,normalizeDocument Remote Code Execution Vulnerability (ZDI-CAN-866),"
RESOLVED
          FIXED
      
","Core

","DOM

  (show other bugs)
","Johnny Stenback (:jst, jst@mozilla.com)

",NULL,NULL,NULL,2010-07-20 16:50,"Reed Loden [:reed] (use needinfo?)

","2010-09-27 18:24 PDT
      (History)
    ","abillings
brandon
bzbarsky
dveditz
gavin.sharp
jonas
jruderman
jst
ladamski
mh+mozilla
reed
"
bug576070,nsTreeContentView Dangling Pointer Remote Code Execution Vulnerability (ZDI-CAN-804),"
RESOLVED
          FIXED
      
","Core

","XUL

  (show other bugs)
","Olli Pettay [:smaug]

",NULL,NULL,NULL,2010-06-30 13:13,"Reed Loden [:reed] (use needinfo?)

","2010-09-27 18:31 PDT
      (History)
    ","abillings
bugs
bzbarsky
dsicore
dveditz
gavin.sharp
jruderman
jst
jwalden+bmo
ladamski
mh+mozilla
neil
reed
roc
sayrer
shaver
tnikkel
"
bug576075,tree Object Removal Remote Code Execution Vulnerability (ZDI-CAN-817),"
RESOLVED
          FIXED
      
","Core

","XUL

  (show other bugs)
","Olli Pettay [:smaug]

",NULL,NULL,NULL,2010-06-30 13:22,"Reed Loden [:reed] (use needinfo?)

","2010-09-27 18:29 PDT
      (History)
    ","abillings
bugs
bzbarsky
dsicore
dveditz
enndeakin
gavin.sharp
jonas
jruderman
jst
jwalden+bmo
ladamski
mh+mozilla
mrbkap
neil
reed
roc
shaver
tnikkel
"
bug585815,Possible unfixed nsTreeSelection dangling pointer issues from bug 571106 (ZDI-CAN-903),"
RESOLVED
          FIXED
      
","Core

","XUL

  (show other bugs)
","Olli Pettay [:smaug]

",NULL,NULL,"CVE-2010-2753
",2010-08-09 17:05,"Reed Loden [:reed] (use needinfo?)

","2013-05-18 18:14 PDT
      (History)
    ","abillings
brandon
bugs
bzbarsky
christian
dbaron
dsicore
dveditz
enndeakin
gavin.sharp
martijn.martijn
mats
mh+mozilla
neil
reed
roc
tnikkel
"
bug579655,heap overflow in text runs - crash [@ nsTextFrameUtils::TransformText],"
RESOLVED
          FIXED
      
","Core

","Layout

  (show other bugs)
","Simon Montagu :smontagu

",NULL,NULL,NULL,2010-07-17 09:01,"Daniel Veditz [:dveditz]

","2011-06-13 10:01 PDT
      (History)
    ","abillings
brandon
bzbarsky
chofmann
dsicore
dveditz
gavin.sharp
jdaggett
jfkthame
jruderman
ladamski
mh+mozilla
ozziearsenal
reed
roc
smontagu
wooshi
"
bug579593,"Windows XP ""dwmapi.dll"" Dll-load Vulnerability (FG-VD-10-022)","
RESOLVED
          FIXED
      
","Core

","Widget: Win32

  (show other bugs)
","Reed Loden [:reed] (use needinfo?)

","589925
591577
593746
1034713
view as bug list
","286382
",NULL,2010-07-16 18:29,"Reed Loden [:reed] (use needinfo?)

","2015-05-07 10:11 PDT
      (History)
    ","abillings
brandon
christian
dsicore
dveditz
ehsan
gavin.sharp
hfli
joe
jruderman
ladamski
mh+mozilla
mozilla
reed
rforbes
tellrob
v-smanzu
varunchowdary19
vladimir
"
bug584512,nsPluginArray - memory corruption,"
RESOLVED
          FIXED
      
","Core

","DOM

  (show other bugs)
","Blake Kaplan (:mrbkap) (please use needinfo!)

",NULL,NULL,"544875
",2010-08-04 14:43,"Sergey Glazunov

","2010-09-27 18:19 PDT
      (History)
    ","abillings
brandon
bugs
chofmann
dveditz
gavin.sharp
jaas
jruderman
jst
ladamski
martijn.martijn
mh+mozilla
reed
"
bug576447,FRAMESET integer overflow via new operator in nsHTMLFrameSetElement::ParseRowCol(),"
RESOLVED
          FIXED
      
","Core

","DOM

  (show other bugs)
","Jonas Sicking (:sicking)

",NULL,"466445
",NULL,2010-07-01 22:00,"Reed Loden [:reed] (use needinfo?)

","2010-09-28 23:57 PDT
      (History)
    ","abillings
brandon
bzbarsky
chofmann
chris.rohlf
cjones.bugs
dbaron
dmandelin
dsicore
dveditz
gavin.sharp
jonas
jruderman
jst
jwalden+bmo
ladamski
mh+mozilla
mrbkap
reed
zackw
"
bug575836,"free() of garbage values when an <object> has a |data=""""| attribute and no ""src"" attribute  --> crash  [@ free | nsPluginInstanceOwner::~nsPluginInstanceOwner() ]","
VERIFIED
          FIXED
      
","Core

","Plug-ins

  (show other bugs)
","Chris Jones [:cjones] inactive; ni?/f?/r? if you need me

","574533
574762
580600
580874
581520
view as bug list
",NULL,"CVE-2010-1214
",2010-06-29 16:50,"Daniel Holbert [:dholbert]

","2011-06-13 10:01 PDT
      (History)
    ","abillings
al_9x
bob
brandon
brunner.adam
bugs
cbook
chofmann
christian
cjones.bugs
cww
dbaron
dolske
dveditz
jaas
kairo
mbeltzner
mh+mozilla
mozillamarcia.knous
por5858
reed
"
bug568564,Suppress the script filename for cross-origin error events (SA39925),"
RESOLVED
          FIXED
      
","Core

","DOM

  (show other bugs)
","Boris Zbarsky [:bz]

","568688
569550
view as bug list
",NULL,NULL,2010-05-27 10:55,"Boris Zbarsky [:bz]

","2010-08-20 18:49 PDT
      (History)
    ","cbook
dveditz
gavin.sharp
getsanju2004
highmind63
jesant13
jmedeiros
jruderman
jwalden+bmo
mbeltzner
moz
por5858
reed
samuel
xtc4uall
"
bug524223,Cross-domain data theft using CSS,"
RESOLVED
          FIXED
      
","Core

","CSS Parsing and Computation

  (show other bugs)
","Zack Weinberg (:zwol)

",NULL,"536603
588794
","536606
",2009-10-23 15:52,"Lucas Adamski [:ladamski]

","2010-08-20 18:36 PDT
      (History)
    ","abillings
bzbarsky
dbaron
dveditz
ehsan
eshepherd
gavin.sharp
ian
jruderman
jwalden+bmo
mh+mozilla
phiw2
por5858
reed
roc
samuel.sidler+old
scarybeasts
xtc4uall
zackw
zcorpan
"
bug556957,Address bar spoofing possible via window.open() + HTTP 204 responses or window.stop(),"
RESOLVED
          FIXED
      
","Firefox

","Security

  (show other bugs)
",":Gavin Sharp [email: gavin@gavinsharp.com]

",NULL,NULL,"579907
",2010-04-02 21:11,"Michal Zalewski

","2010-08-20 18:44 PDT
      (History)
    ","abillings
bzbarsky
christian
dao
dveditz
gavin.sharp
jruderman
neil
por5858
reed
tymerkaev
yuhongbao_386
"
bug536466,SSL spoofing using location.href and location.reload() with history.back() and history.forward(),"
RESOLVED
          FIXED
      
","Core

","Security: UI

  (show other bugs)
","Honza Bambas (:mayhemer)

",NULL,NULL,NULL,2009-12-22 14:28,"Jordi Chancel

","2010-09-15 15:36 PDT
      (History)
    ","abillings
brandon
bugs
bugzilla
bzbarsky
cbiesinger
dveditz
gavin.sharp
honzab.moz
jwalden+bmo
kaie
ludovic
mh+mozilla
por5858
reed
sdwilsh
"
bug571287,same-origin checks incorrect on canvas,"
RESOLVED
          FIXED
      
","Core

","Canvas: 2D

  (show other bugs)
","Vladimir Vukicevic [:vlad] [:vladv]

","490535
view as bug list
",NULL,NULL,2010-06-10 11:13,"Vladimir Vukicevic [:vlad] [:vladv]

",2011-02-01 03:19,"abillings
ben
bzbarsky
christian
dsicore
dveditz
gavin.sharp
jwalden+bmo
mh+mozilla
"
bug568148,"Combining ""importScripts"" of WebWorker with E4X causes information disclosure","
RESOLVED
          FIXED
      
","Core

","JavaScript Engine

  (show other bugs)
","Brendan Eich [:brendan]

",NULL,NULL,NULL,2010-05-25 20:03,"Yosuke HASEGAWA

","2014-10-12 13:20 PDT
      (History)
    ","abillings
asac
bent.mozilla
bzbarsky
chrisccoulson
christian
dsicore
dveditz
gal
jmitchell
jorendorff
jruderman
jst
mh+mozilla
reed
sayrer
"
bug570451,segmentation fault when viewing a malformed PNG image,"
RESOLVED
          FIXED
      
","Core

","Graphics

  (show other bugs)
","Jeff Muizelaar [:jrmuizel]

",NULL,NULL,NULL,2010-06-06 23:40,"Aki Helin

","2013-05-18 18:14 PDT
      (History)
    ","abillings
alqahira
asac
ben.bucksch
brandon
bzbarsky
chrisccoulson
christian
dmose
dsicore
dveditz
ehsan
gavin.sharp
glennrp+bmo
gozer
jhopkins
jmuizelaar
joe
jseward
jwalden+bmo
ludovic
mats
mh+mozilla
mozilla
reed
rtanglao
stransky
vladimir
"
bug571106,nsTreeSelection Dangling Pointer Remote Code Execution Vulnerability (ZDI-CAN-755),"
RESOLVED
          FIXED
      
","Core

","XUL

  (show other bugs)
","Olli Pettay [:smaug]

",NULL,"CVE-2010-2760
",NULL,2010-06-09 15:12,"Reed Loden [:reed] (use needinfo?)

","2010-09-27 18:05 PDT
      (History)
    ","abillings
asac
brandon
bugs
bzbarsky
chrisccoulson
christian
dsicore
dveditz
gavin.sharp
mh+mozilla
neil
reed
roc
tnikkel
"
bug574059,nsCSSValue::Array index integer overflow (can lead to remote code execution via CSS font-face) (ZDI-CAN-831),"
RESOLVED
          FIXED
      
","Core

","CSS Parsing and Computation

  (show other bugs)
","David Baron [:dbaron] ⌚UTC+8

",NULL,NULL,"574750
",2010-06-23 11:28,"Reed Loden [:reed] (use needinfo?)

","2010-08-10 12:09 PDT
      (History)
    ","abillings
brandon
bzbarsky
christian
dbaron
dveditz
gavin.sharp
jruderman
jwalden+bmo
ladamski
mh+mozilla
reed
"
bug567069,Security problem with SJOW and fast native function,"
RESOLVED
          FIXED
      
","Core

","Security

  (show other bugs)
","Blake Kaplan (:mrbkap) (please use needinfo!)

",NULL,NULL,NULL,2010-05-20 01:57,"moz_bug_r_a4

","2010-09-03 20:21 PDT
      (History)
    ","brendan
bzbarsky
christian
dsicore
dveditz
gal
gavin.sharp
igor
jorendorff
luke
mh+mozilla
mrbkap
paul
"
bug572985,Plugin Parameter EnsureCachedAttrParamArrays Remote Code Execution Vulnerability (ZDI-CAN-821),"
RESOLVED
          FIXED
      
","Core

","Plug-ins

  (show other bugs)
","Josh Aas

",NULL,"CVE-2010-2755
580874
",NULL,2010-06-18 00:27,"Reed Loden [:reed] (use needinfo?)

","2010-08-10 11:59 PDT
      (History)
    ","abillings
brandon
christian
cjones.bugs
dholbert
dsicore
dveditz
gavin.sharp
jaas
john+bugzilla
jst
mh+mozilla
reed
smichaud
"
bug552110,Use of deleted object by NodeIterator using NodeFilter which called detach (ZDI-CAN-712),"
RESOLVED
          FIXED
      
","Core

","DOM: Core & HTML

  (show other bugs)
","Ben Newman (:bnewman) (:benjamn)

",NULL,NULL,NULL,2010-03-12 16:20,"Brandon Sterne (:bsterne)

","2010-08-10 11:35 PDT
      (History)
    ","abillings
bzbarsky
craig.topper
dveditz
ehsan
gavin.sharp
jonas
jruderman
jst
mh+mozilla
mozilla+ben
reed
"
bug572986,DOM Attribute Cloning Remote Code Execution Vulnerability (ZDI-CAN-832),"
RESOLVED
          FIXED
      
","Core

","DOM

  (show other bugs)
","Olli Pettay [:smaug]

",NULL,NULL,NULL,2010-06-18 00:33,"Reed Loden [:reed] (use needinfo?)

","2010-09-15 16:09 PDT
      (History)
    ","abillings
brandon
bugs
bzbarsky
christian
dsicore
dveditz
gavin.sharp
jonas
mh+mozilla
reed
sayrer
"
bug577512,(more) cross-domain information leakage with Math.random(),"
RESOLVED
          FIXED
      
","Core

","JavaScript Engine

  (show other bugs)
","Andreas Gal :gal

",NULL,NULL,NULL,2010-07-08 10:13,"Daniel Veditz [:dveditz]

","2015-10-16 11:47 PDT
      (History)
    ","abillings
amit.klein
brandon
bzbarsky
dveditz
gal
jruderman
jst
ladamski
mh+mozilla
mrbkap
reed
sayrer
"
bug537120,Content-Disposition: attachment ignored if Content-Type: multipart also present,"
VERIFIED
          FIXED
      
","Core

","File Handling

  (show other bugs)
","Boris Zbarsky [:bz]

",NULL,NULL,"344278
",2009-12-29 10:15,"Brandon Sterne (:bsterne)

","2010-07-24 14:20 PDT
      (History)
    ","abillings
brandon
bugzilla
bzbarsky
cbiesinger
dveditz
gavin.sharp
ivansprundel
jduell.mcbugs
jruderman
jst
jwalden+bmo
philip.chee
reed
"
bug552255,"focus() behavior may be used to inject, maybe steal keystrokes","
RESOLVED
          FIXED
      
","Core

","Event Handling

  (show other bugs)
","Olli Pettay [:smaug]

",NULL,NULL,"clickjacking
",2010-03-14 00:47,"Michal Zalewski

","2010-07-22 00:19 PDT
      (History)
    ","abillings
brandon
bugs
christian
dveditz
enndeakin
g.maone
gavin.sharp
jonas
jruderman
jst
reed
sasha
"
bug534666,Heap buffer overflow and crash [@ nsGenericDOMDataNode::SetTextInternal] on 64-bit,"
RESOLVED
          FIXED
      
","Core

","DOM: Core & HTML

  (show other bugs)
","Johnny Stenback (:jst, jst@mozilla.com)

",NULL,NULL,NULL,2009-12-14 10:25,"Brandon Sterne (:bsterne)

","2010-07-15 18:18 PDT
      (History)
    ","abillings
bhearsum
bob
bugs
christian
dveditz
gavin.sharp
jbecerra
jst
jwalden+bmo
nils
nthomas
reed
samuel.sidler+old
"
bug532246,Investigate crash caused by Java plug-in using deleted WMP plug-in object (MSVR-09-0049),"
RESOLVED
          FIXED
      
","Core

","Plug-ins

  (show other bugs)
","Benjamin Smedberg [:bsmedberg]

",NULL,"558414
",NULL,2009-12-01 17:08,"Brandon Sterne (:bsterne)

","2010-07-15 18:31 PDT
      (History)
    ","abillings
benjamin
bent.mozilla
brandon
dveditz
gavin.sharp
jaas
jst
jwalden+bmo
reed
samuel.sidler+old
"
bug557174,Use-after-free error in nsCycleCollector::MarkRoots(),"
RESOLVED
          FIXED
      
","Core

","Layout

  (show other bugs)
","Boris Zbarsky [:bz]

",NULL,NULL,"394600
",2010-04-04 23:59,"Reed Loden [:reed] (use needinfo?)

","2010-09-27 19:55 PDT
      (History)
    ","abillings
brandon
bzbarsky
dbaron
dsicore
dveditz
jruderman
ladamski
peterv
reed
wooshi
"
bug524921,Firefox crash on image with src set to a resource with multipart/x-mixed-replace content type [@js_LookupPropertyWithFlags ] or [@RtlEnterCriticalSection ],"
RESOLVED
          FIXED
      
","Core

","ImageLib

  (show other bugs)
","Joe Drew (not getting mail)

","536812
view as bug list
",NULL,"296818
536812
CVE-2011-2377
",2009-10-28 01:27,"boardraider

","2011-06-16 18:06 PDT
      (History)
    ","abillings
bobbyholley
brendan
bzbarsky
cbook
chofmann
christian
deprecationmail
dsicore
dveditz
emanuel.hoogeveen
jmuizelaar
joe
jwalden+bmo
mbeltzner
reed
ria.klaassen
ted
xtc4uall
"
bug555109,Move wrappers to new scope even if their parent hasn't been moved yet (ZDI-CAN-761),"
RESOLVED
          FIXED
      
","Core

","Security

  (show other bugs)
","Blake Kaplan (:mrbkap) (please use needinfo!)

",NULL,"556241
",NULL,2010-03-25 17:20,"Reed Loden [:reed] (use needinfo?)

",2013-03-09 10:50,"abillings
bernesb
brandon
brendan
bugs
bugzilla
bzbarsky
cbook
cdiehl
chofmann
christian
dvander
dveditz
gal
gary
gavin.sharp
hskupin
jonas
josh
jst
jwalden+bmo
kairo
martijn.martijn
moz_bug_r_a4
mrbkap
nthomas
peterv
reed
roc
standard8
"
bug545755,Update Mozilla stable branches to NSS 3.12.6 and minimal support for RFC 5746,"
RESOLVED
          FIXED
      
","Core

","Security: PSM

  (show other bugs)
","Kai Engert (:kaie)

",NULL,"527659
","535649
C191ConfSync
C192ConfSync
moz-rfc5746
",2010-02-11 14:45,"Kai Engert (:kaie)

","2010-04-14 20:15 PDT
      (History)
    ","abillings
bob.lord
bugzilla
dveditz
gavin.sharp
hickendorffbas
l10n
mzehe
reed
remko
rrelyea
"
bug546909,Firefox should not load chrome URLs dragged from plugins,"
RESOLVED
          FIXED
      
","Firefox

","General

  (show other bugs)
",":Gavin Sharp [email: gavin@gavinsharp.com]

",NULL,"551726
",NULL,2010-02-18 03:57,"Paul Stone

","2010-07-23 13:50 PDT
      (History)
    ","abillings
asaf
brandon
bugzilla
bzbarsky
dao
dtownsend
dveditz
enndeakin
gavin.sharp
jwalden+bmo
ladamski
mak77
reed
"
bug538310,PluginArray nsMimeType Dangling Pointer Vulnerability (ZDI-CAN-655),"
RESOLVED
          FIXED
      
","Core

","Plug-ins

  (show other bugs)
","Olli Pettay [:smaug]

",NULL,NULL,NULL,2010-01-06 17:05,"Brandon Sterne (:bsterne)

","2010-07-15 13:59 PDT
      (History)
    ","abillings
bugs
cdiehl
dveditz
gavin.sharp
hskupin
jst
jwalden+bmo
martijn.martijn
reed
shaver
"
